product_code;name;producer_code;category;producer;short_description;description;price;currency;availability;unit;delivery;stock;active;seo_title;vat;images 1
PKM-PRE-14;Flareon ex;14;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Flareon ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 14</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Flareon ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 14<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";28.79;PLN;1;szt.;3 dni;1;1;Flareon ex 14 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/2/img1549.jpg
PKM-BKP-99R;Fighting Fury Belt;99;Karty Pokémon > XY > BREAKpoint;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Fighting Fury Belt</strong></li><li style=""margin-top:0.3em;"">Zestaw: BREAKpoint</li><li style=""margin-top:0.3em;"">Numer karty: 99</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: Reverse</li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Fighting Fury Belt – Pokémon TCG</h2><p><strong>Zestaw:</strong> BREAKpoint<br><strong>Numer karty:</strong> 99<br><strong>Typ:</strong> Reverse<br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/BREAKpoint"">pozostałe oferty</a>.</p></div>";16.33;PLN;1;szt.;3 dni;1;1;Fighting Fury Belt 99 BREAKpoint;23%;https://sklep839679.shoparena.pl/upload/images/2/img1550.jpg
PKM-VIV-197;Opal;197;Karty Pokémon > Sword & Shield > Vivid Voltage;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Opal</strong></li><li style=""margin-top:0.3em;"">Zestaw: Vivid Voltage</li><li style=""margin-top:0.3em;"">Numer karty: 197</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Opal – Pokémon TCG</h2><p><strong>Zestaw:</strong> Vivid Voltage<br><strong>Numer karty:</strong> 197<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. 106.38 PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Vivid-Voltage"">pozostałe oferty</a>.</p></div>";26.85;PLN;1;szt.;3 dni;1;1;Opal 197 Vivid Voltage;23%;https://sklep839679.shoparena.pl/upload/images/2/img1551.jpg
PKM-PAF-193;Revavroom;193;Karty Pokémon > Scarlet & Violet > Paldean Fates;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Revavroom</strong></li><li style=""margin-top:0.3em;"">Zestaw: Paldean Fates</li><li style=""margin-top:0.3em;"">Numer karty: 193</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Revavroom – Pokémon TCG</h2><p><strong>Zestaw:</strong> Paldean Fates<br><strong>Numer karty:</strong> 193<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Paldean-Fates"">pozostałe oferty</a>.</p></div>";13.92;PLN;1;szt.;3 dni;1;1;Revavroom 193 Paldean Fates;23%;https://sklep839679.shoparena.pl/upload/images/2/img1552.jpg
PKM-PAF-97;Skiploom;97;Karty Pokémon > Scarlet & Violet > Paldean Fates;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Skiploom</strong></li><li style=""margin-top:0.3em;"">Zestaw: Paldean Fates</li><li style=""margin-top:0.3em;"">Numer karty: 97</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Skiploom – Pokémon TCG</h2><p><strong>Zestaw:</strong> Paldean Fates<br><strong>Numer karty:</strong> 97<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Paldean-Fates"">pozostałe oferty</a>.</p></div>";14.45;PLN;1;szt.;3 dni;1;1;Skiploom 97 Paldean Fates;23%;https://sklep839679.shoparena.pl/upload/images/2/img1553.jpg
PKM-PAF-141;Toxtricity;141;Karty Pokémon > Scarlet & Violet > Paldean Fates;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Toxtricity</strong></li><li style=""margin-top:0.3em;"">Zestaw: Paldean Fates</li><li style=""margin-top:0.3em;"">Numer karty: 141</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Toxtricity – Pokémon TCG</h2><p><strong>Zestaw:</strong> Paldean Fates<br><strong>Numer karty:</strong> 141<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Paldean-Fates"">pozostałe oferty</a>.</p></div>";12.72;PLN;1;szt.;3 dni;1;1;Toxtricity 141 Paldean Fates;23%;https://sklep839679.shoparena.pl/upload/images/2/img1554.jpg
PKM-PR-SV-97;Flutter Mane;97;Karty Pokémon > Scarlet & Violet > SVP Black Star Promos;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Flutter Mane</strong></li><li style=""margin-top:0.3em;"">Zestaw: SVP Black Star Promos</li><li style=""margin-top:0.3em;"">Numer karty: 97</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Flutter Mane – Pokémon TCG</h2><p><strong>Zestaw:</strong> SVP Black Star Promos<br><strong>Numer karty:</strong> 97<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/SVP-Black-Star-Promos"">pozostałe oferty</a>.</p></div>";13.60;PLN;1;szt.;3 dni;1;1;Flutter Mane 97 SVP Black Star Promos;23%;https://sklep839679.shoparena.pl/upload/images/2/img1555.jpg
PKM-PR-SW-223;Mewtwo V;223;Karty Pokémon > Sword & Shield > SWSH Black Star Promos;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Mewtwo V</strong></li><li style=""margin-top:0.3em;"">Zestaw: SWSH Black Star Promos</li><li style=""margin-top:0.3em;"">Numer karty: 223</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Mewtwo V – Pokémon TCG</h2><p><strong>Zestaw:</strong> SWSH Black Star Promos<br><strong>Numer karty:</strong> 223<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/SWSH-Black-Star-Promos"">pozostałe oferty</a>.</p></div>";32.19;PLN;1;szt.;3 dni;1;1;Mewtwo V 223 SWSH Black Star Promos;23%;https://sklep839679.shoparena.pl/upload/images/2/img1556.jpg
PKM-RCL-205;Galarian Perrserker;205;Karty Pokémon > Sword & Shield > Rebel Clash;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Galarian Perrserker</strong></li><li style=""margin-top:0.3em;"">Zestaw: Rebel Clash</li><li style=""margin-top:0.3em;"">Numer karty: 205</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Galarian Perrserker – Pokémon TCG</h2><p><strong>Zestaw:</strong> Rebel Clash<br><strong>Numer karty:</strong> 205<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. 506.38 PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Rebel-Clash"">pozostałe oferty</a>.</p></div>";58.46;PLN;1;szt.;3 dni;1;1;Galarian Perrserker 205 Rebel Clash;23%;https://sklep839679.shoparena.pl/upload/images/2/img1557.jpg
PKM-LOR-56;Magnezone V;56;Karty Pokémon > Sword & Shield > Lost Origin;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Magnezone V</strong></li><li style=""margin-top:0.3em;"">Zestaw: Lost Origin</li><li style=""margin-top:0.3em;"">Numer karty: 56</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Magnezone V – Pokémon TCG</h2><p><strong>Zestaw:</strong> Lost Origin<br><strong>Numer karty:</strong> 56<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Lost-Origin"">pozostałe oferty</a>.</p></div>";3.09;PLN;1;szt.;3 dni;1;1;Magnezone V 56 Lost Origin;23%;https://sklep839679.shoparena.pl/upload/images/2/img1558.jpg
PKM-MEW-3;Venusaur ex;3;Karty Pokémon > Scarlet & Violet > 151;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Venusaur ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: 151</li><li style=""margin-top:0.3em;"">Numer karty: 3</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Venusaur ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> 151<br><strong>Numer karty:</strong> 3<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/151"">pozostałe oferty</a>.</p></div>";8.43;PLN;1;szt.;3 dni;1;1;Venusaur ex 3 151;23%;https://sklep839679.shoparena.pl/upload/images/1/img1793.jpg
PKM-PRE-131;Treasure Tracker;131;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Treasure Tracker</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 131</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Treasure Tracker – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 131<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";2.10;PLN;1;szt.;3 dni;5;1;Treasure Tracker 131 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1794.jpg
PKM-PRE-129;Sparkling Crystal;129;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Sparkling Crystal</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 129</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Sparkling Crystal – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 129<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";3.66;PLN;1;szt.;3 dni;2;1;Sparkling Crystal 129 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1797.jpg
PKM-PRE-116;Max Rod;116;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Max Rod</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 116</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Max Rod – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 116<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";4.70;PLN;1;szt.;3 dni;2;1;Max Rod 116 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1798.jpg
PKM-PRE-119;Prime Catcher;119;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Prime Catcher</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 119</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Prime Catcher – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 119<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";5.50;PLN;1;szt.;3 dni;3;1;Prime Catcher 119 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1799.jpg
PKM-PRE-64;Tyranitar ex;64;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Tyranitar ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 64</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Tyranitar ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 64<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";3.95;PLN;1;szt.;3 dni;1;1;Tyranitar ex 64 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1801.jpg
PKM-PRE-117;Maximum Belt;117;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Maximum Belt</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 117</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Maximum Belt – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 117<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";4.10;PLN;1;szt.;3 dni;3;1;Maximum Belt 117 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1802.jpg
PKM-PRE-31;Iron Hands ex;31;Karty Pokémon > Scarlet & Violet > Prismatic Evolutions;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Iron Hands ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Prismatic Evolutions</li><li style=""margin-top:0.3em;"">Numer karty: 31</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Iron Hands ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Prismatic Evolutions<br><strong>Numer karty:</strong> 31<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-05): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Prismatic-Evolutions"">pozostałe oferty</a>.</p></div>";6.86;PLN;1;szt.;3 dni;2;1;Iron Hands ex 31 Prismatic Evolutions;23%;https://sklep839679.shoparena.pl/upload/images/1/img1803.jpg
